,account.id,label,prev_subs,amount.donated.2013,amount.donated.lifetime,no.donations.lifetime,price.level,no.seats,season,set
87,001i000000NuRG9,0,0.0,0.0,0.0,0,1.0,2.0,2012.0,5.0
88,001i000000NuOBN,0,1.0,0.0,350.0,1,0.0,0.0,0.0,0.0
89,001i000000MJzTl,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
90,001i000000NuNoi,0,0.0,0.0,84.0,2,0.0,0.0,0.0,0.0
91,001i000000NuRiG,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
92,001i000000NuRUw,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
93,001i000000NuOsF,0,0.0,0.0,50.0,1,0.0,0.0,0.0,0.0
94,001i000000NuNX8,0,4.0,0.0,50.0,1,0.0,0.0,0.0,0.0
95,001i000000NuPiM,0,0.0,0.0,650.0,2,0.0,0.0,0.0,0.0
96,001i000000NuPxN,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
97,001i000000oks3J,0,0.0,0.0,0.0,0,4.0,2.0,2013.0,2.0
98,001i000000NuPmt,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
99,001i000000NuRoG,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
100,001i000000NuQwE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
101,001i000000NuP0U,0,0.0,0.0,200.0,2,0.0,0.0,0.0,0.0
102,001i000000NuP4H,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
103,001i000000NuNYD,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
104,001i000000NuOZg,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
105,001i000000NuPDH,0,0.0,0.0,50.0,1,0.0,0.0,0.0,0.0
106,001i000000NuO6a,0,14.0,0.0,951.6,18,0.0,0.0,0.0,0.0
107,001i000000NuP9b,0,0.0,0.0,35.0,1,0.0,0.0,0.0,0.0
108,001i000000NuOMK,0,8.0,0.0,550.0,10,0.0,0.0,0.0,0.0
109,001i000000NuOEy,0,5.0,0.0,232.0,4,0.0,0.0,0.0,0.0
110,001i000000NuOux,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
111,001i000000NuQm2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
112,001i000000NuPfr,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
113,001i000000NuPKQ,0,0.0,0.0,11700.01,5,0.0,0.0,0.0,0.0
114,001i000000NuQLs,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
115,001i000000NuPFV,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
116,001i000000NuOTS,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
117,001i000000NuOYS,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
118,001i000000LhyZe,1,3.0,25.0,110.0,4,0.0,0.0,0.0,0.0
119,001i000000NuOev,0,0.0,0.0,10.0,1,0.0,0.0,0.0,0.0
120,001i000000c2KTV,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
121,001i000000MI3cV,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
122,001i000000NuPXF,0,5.0,0.0,300.0,3,0.0,0.0,0.0,0.0
123,001i000000NuPKc,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
124,001i000000NuNc9,0,0.0,0.0,20.0,1,0.0,0.0,0.0,0.0
125,001i000000NuQeM,0,0.0,2000.0,6975.0,6,0.0,0.0,0.0,0.0
126,001i000000NuRlk,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
127,001i000000NuOSC,0,0.0,0.0,100.0,1,0.0,0.0,0.0,0.0
128,001i000000NuQS6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
129,001i000000LhyW8,1,17.0,100.0,1275.0,15,0.0,0.0,0.0,0.0
130,001i000000NuQxC,0,0.0,0.0,0.0,0,4.0,1.0,2010.0,2.0
131,001i000000NuOWN,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
132,001i000000NuRsl,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
133,001i000000NuO6A,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
134,001i000000NuQUU,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
135,001i000000LhyXR,0,9.0,22.0,512.0,6,0.0,0.0,0.0,0.0
136,001i000000NuRUx,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
137,001i000000NuRaj,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
138,001i000000NuPJ5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
139,001i000000NuP0W,0,0.0,0.0,4660.0,4,0.0,0.0,0.0,0.0
140,001i000000NuPmI,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
141,001i000000NuPjd,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
142,001i000000NuNXB,0,1.0,0.0,50.0,1,0.0,0.0,0.0,0.0
143,001i000000NuRI6,1,2.0,0.0,0.0,0,1.0,2.0,2011.0,7.0
144,001i000000NuPkZ,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
145,001i000000LhyXG,1,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0
146,001i000000NuOpr,0,1.0,0.0,50.0,2,0.0,0.0,0.0,0.0
147,001i000000NuQIW,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
148,001i000000NuQx4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
149,001i000000NuPJD,0,0.0,0.0,100.0,1,0.0,0.0,0.0,0.0
150,001i000000NuOjq,0,0.0,0.0,20.0,1,0.0,0.0,0.0,0.0
151,001i000000NuNj3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
152,001i000000NuNW9,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
153,001i000000NuOQ1,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0
154,001i000000MJzWq,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
155,001i000000NuPXC,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
156,001i000000NuNY6,0,1.0,0.0,25.0,1,0.0,0.0,0.0,0.0
157,001i000000NuRCU,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
158,001i000000NuRVp,0,0.0,0.0,0.0,0,4.0,1.0,2013.0,1.0
159,001i000000NuPt9,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
160,001i000000NuPHW,0,1.0,0.0,150.0,2,0.0,0.0,0.0,0.0
161,001i000000Li96I,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
162,001i000000NuRWg,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
163,001i000000NuOA3,0,0.0,0.0,100.0,1,0.0,0.0,0.0,0.0
164,001i000000ZtBS1,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
165,001i000000LhyVp,1,21.0,300.0,3840.0,23,0.0,0.0,0.0,0.0
166,001i000000NuNa4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
167,001i000000NuPEL,0,3.0,0.0,130.0,1,0.0,0.0,0.0,0.0
168,001i000000LhyVe,1,21.0,0.0,1939.0,28,0.0,0.0,0.0,0.0
169,001i000000NuOch,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0
170,001i000000NuO9b,0,1.0,0.0,850.0,4,0.0,0.0,0.0,0.0
171,001i000000NuNt7,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0
172,001i000000NuRfV,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
173,001i000000NuOW3,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
174,001i000000NuQHI,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
175,001i000000NuPDp,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
176,001i000000NuNrk,0,0.0,1000.0,17010.0,21,0.0,0.0,0.0,0.0
177,001i000000NuNdZ,0,0.0,0.0,125.0,2,0.0,0.0,0.0,0.0
178,001i000000NuNq2,0,10.0,0.0,1446.0,19,0.0,0.0,0.0,0.0
179,001i000000NuNmA,0,0.0,0.0,392.0,7,0.0,0.0,0.0,0.0
180,001i000000NuNQi,0,0.0,250.0,250.0,1,0.0,0.0,0.0,0.0
181,001i000000NuNVU,0,7.0,0.0,43.0,1,0.0,0.0,0.0,0.0
182,001i000000aSD0E,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
183,001i000000NuRHZ,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
184,001i000000NuQCr,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
185,001i000000NuPSd,0,4.0,0.0,127.0,2,0.0,0.0,0.0,0.0
186,001i000000NuOjT,0,0.0,0.0,100.0,1,0.0,0.0,0.0,0.0
187,001i000000NuNsV,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
188,001i000000NuQZF,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
189,001i000000NuPeu,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
190,001i000000NuPbE,0,0.0,0.0,0.0,0,4.0,1.0,2011.0,4.0
191,001i000000NuPzK,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
192,001i000000NuS6q,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
193,001i000000NuQdE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
194,001i000000oks2q,0,0.0,0.0,0.0,0,2.0,3.0,2013.0,6.0
195,001i000000NuRHL,0,0.0,42.0,42.0,1,0.0,0.0,0.0,0.0
196,001i000000NuOxR,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
197,001i000000NuRRD,0,0.0,0.0,0.0,0,4.0,3.0,2011.0,6.0
198,001i000000NuR7K,0,1.0,0.0,0.0,0,2.0,2.0,2011.0,4.0
199,001i000000NuPCS,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0
200,001i000000NuPA2,0,13.0,0.0,1120.0,12,4.0,2.0,2010.0,2.0
201,001i000000NuQMl,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
202,001i000000NuQnU,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
203,001i000000NuOfL,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
204,001i000000NuR9a,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
205,001i000000NuQvk,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
206,001i000000NuNUY,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
207,001i000000NuQF7,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
208,001i000000NuQl8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
209,001i000000NuPPe,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
210,001i000000NuOrI,0,0.0,0.0,280.0,5,0.0,0.0,0.0,0.0
211,001i000000NuPYr,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
212,001i000000NuRjz,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
213,001i000000NuRFI,0,0.0,0.0,0.0,0,3.0,2.0,2012.0,4.0
214,001i000000NuRsF,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
215,001i000000NuOZS,0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0
216,001i000000NuRvJ,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
217,001i000000NuPY0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
218,001i000000MJzb6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
219,001i000000NuSAO,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
220,001i000000NuOPM,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
221,001i000000NuOvD,0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0
222,001i000000NuQ4e,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
223,001i000000NuRu3,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
224,001i000000NuQzA,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
225,001i000000Li96Z,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
226,001i000000NuPkL,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
227,001i000000NuRbP,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
228,001i000000NuPNI,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
229,001i000000NuQl4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
230,001i000000NuOlP,0,3.0,0.0,100.0,3,0.0,0.0,0.0,0.0
231,001i000000NuRJh,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
232,001i000000NuRiE,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
233,001i000000NuSpp,0,0.0,0.0,38000.0,6,0.0,0.0,0.0,0.0
234,001i000000NuSpu,0,0.0,0.0,110.0,1,0.0,0.0,0.0,0.0
235,001i000000NuQs3,0,0.0,0.0,0.0,0,1.0,2.0,2010.0,6.0
236,001i000000LhyUn,1,21.0,50.0,1349.68,22,0.0,0.0,0.0,0.0
237,001i000000NuOMX,0,3.0,0.0,100.0,2,0.0,0.0,0.0,0.0
238,001i000000NuQwe,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
239,001i000000NuOUH,0,4.0,0.0,918.0,5,0.0,0.0,0.0,0.0
240,001i000000NuQ8C,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
241,001i000000NuPqm,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
242,001i000000NuRZg,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
243,001i000000NuORI,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
244,001i000000NuRQQ,0,0.0,0.0,0.0,0,4.0,1.0,2012.0,6.0
245,001i000000NuRmp,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
246,001i000000NuOqb,0,1.0,0.0,170.0,6,0.0,0.0,0.0,0.0
247,001i000000NuOJH,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
248,001i000000NuPpW,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
249,001i000000NuQSU,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
250,001i000000NuRUk,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
251,001i000000oks1S,0,0.0,0.0,0.0,0,4.0,3.0,2013.0,1.0
252,001i000000NuPfF,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
253,001i000000ZuuuH,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
254,001i000000NuPh0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
255,001i000000NuR7G,0,1.0,0.0,0.0,0,4.0,1.0,2013.0,1.0
256,001i000000NuRrC,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
257,001i000000NuQbk,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
258,001i000000NuOLH,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
259,001i000000NuRu4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
260,001i000000NuOH3,0,0.0,0.0,2500.0,8,0.0,0.0,0.0,0.0
261,001i000000NuPf8,0,5.0,0.0,150.0,2,0.0,0.0,0.0,0.0
262,001i000000NuRgG,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
263,001i000000NuPCJ,0,0.0,0.0,590.0,2,0.0,0.0,0.0,0.0
264,001i000000NuPS2,0,8.0,1250.0,9800.0,12,0.0,0.0,0.0,0.0
265,001i000000NuOsw,0,3.0,0.0,425.0,7,0.0,0.0,0.0,0.0
266,001i000000NuOHH,0,10.0,0.0,391.0,15,0.0,0.0,0.0,0.0
267,001i000000NuRbA,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
268,001i000000NuQxY,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
269,001i000000NuRIU,0,0.0,0.0,0.0,0,4.0,2.0,2011.0,7.0
270,001i000000MJzWg,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
271,001i000000q7wB9,0,0.0,0.0,0.0,0,2.0,2.0,2013.0,3.0
272,001i000000NuPc2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
273,001i000000NuSqB,0,0.0,0.0,6337.0,7,0.0,0.0,0.0,0.0
274,001i000000NuQvg,0,0.0,0.0,0.0,0,1.0,3.0,2010.0,1.0
275,001i000000NuQGy,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
276,001i000000NuPrr,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
277,001i000000NuR23,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
278,001i000000NuOI3,0,2.0,0.0,50.0,1,0.0,0.0,0.0,0.0
279,001i000000Li95O,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
280,001i000000NuQeU,0,0.0,0.0,1400.0,4,0.0,0.0,0.0,0.0
281,001i000000NuQyp,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
282,001i000000NuQXR,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
283,001i000000LhybY,1,21.0,10500.0,139189.4,62,0.0,0.0,0.0,0.0
284,001i000000NuRmJ,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
285,001i000000NuQyR,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
286,001i000000NuQbX,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
287,001i000000em8xL,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
288,001i000000NuR2p,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
289,001i000000LhyTe,1,18.0,0.0,100.0,4,0.0,0.0,0.0,0.0
290,001i000000NuQg0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
291,001i000000Li96G,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
292,001i000000NuO9C,0,0.0,0.0,5.25,1,0.0,0.0,0.0,0.0
293,001i000000NuPxk,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
294,001i000000NuR6l,0,0.0,0.0,108.0,1,0.0,0.0,0.0,0.0
295,001i000000NuRiT,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
296,001i000000NuQrP,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
297,001i000000NuOtM,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0
298,001i000000NuQfk,0,0.0,0.0,0.0,0,1.0,2.0,2012.0,5.0
299,001i000000NuNdN,0,0.0,0.0,300.0,1,0.0,0.0,0.0,0.0
300,001i000000q7wAY,0,0.0,0.0,0.0,0,4.0,1.0,2013.0,1.0
301,001i000000NuNvJ,0,12.0,0.0,1327.5,14,0.0,0.0,0.0,0.0
302,001i000000NuP9J,0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0
303,001i000000NuPE3,0,1.0,0.0,75.0,1,0.0,0.0,0.0,0.0
304,001i000000NuOFS,0,1.0,0.0,75.0,3,0.0,0.0,0.0,0.0
305,001i000000NuOSo,0,0.0,0.0,0.0,0,3.0,2.0,2013.0,3.0
306,001i000000NuQPa,1,0.0,0.0,0.0,0,4.0,1.0,2010.0,3.0
307,001i000000NuOC3,0,7.0,0.0,373.0,9,0.0,0.0,0.0,0.0
308,001i000000NuOUw,0,5.0,0.0,523.0,7,0.0,0.0,0.0,0.0
309,001i000000NuRPC,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
310,001i000000V1X0m,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
311,001i000000NuOwr,0,0.0,0.0,50.0,1,0.0,0.0,0.0,0.0
312,001i000000NuOMF,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0
